Subject	Alter	Group	Block	Blocktype	congruency[Block]	correctRESP[Block]	lstBlockOrder	lstCheckInstructions	practice1	practice2	Procedure[Block]	Running[Block]	stimulus[Block]	stimulus.ACC	stimulus.CRESP	stimulus.RESP	stimulus.RT	stimulus1.ACC	stimulus1.CRESP	stimulus1.RESP	stimulus1.RT	stimulus2.ACC[Block]	stimulus2.CRESP[Block]	stimulus2.RESP[Block]	stimulus2.RT[Block]	target[Block]	Trial	congruency[Trial]	correctRESP[Trial]	lstcong20	lstcong80	lstMain	Procedure[Trial]	Running[Trial]	stimulus[Trial]	stimulus2.ACC[Trial]	stimulus2.CRESP[Trial]	stimulus2.RESP[Trial]	stimulus2.RT[Trial]	target[Trial]
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															31	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	330	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															32	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	305	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															33	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	291	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															34	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	307	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															35	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	501	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															36	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	476	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															37	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	561	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															38	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	405	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															39	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	378	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															40	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	553	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															41	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	347	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															42	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	469	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															43	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	519	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															44	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	580	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															45	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	411	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															46	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	450	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															47	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	450	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															48	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	529	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															49	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	528	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															50	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	511	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															51	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	777	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															52	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	441	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															53	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	517	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															54	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	338	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															55	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	425	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															56	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	467	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															57	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	485	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															58	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	426	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															59	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	500	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															60	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	427	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															61	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	389	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															62	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	311	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															63	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	313	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															64	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	299	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															65	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	410	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															66	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	418	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															67	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	489	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															68	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	352	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															69	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	266	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															70	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	308	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															71	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	358	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															72	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	403	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															73	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	392	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															74	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	394	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															75	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	284	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															76	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	344	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															77	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	386	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															78	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	356	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															79	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	337	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															80	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	408	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															81	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	592	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															82	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	361	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															83	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	422	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															84	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	640	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															85	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	357	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															86	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	417	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															87	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	345	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															88	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	275	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															89	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	415	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															90	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	0	{-h}	{-g}	327	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															91	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	411	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															92	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	451	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															93	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	338	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															94	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	409	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															95	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	401	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															96	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	437	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															97	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	354	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															98	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	412	1
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															99	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	323	2
1	20	1	26	lstcong20			2				BlockProc	lstBlockOrder															100	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	344	2
10	23	1	1			{-g}		1			CheckInstr	lstCheckInstructions	N1.jpg					1	{-g}	{-g}	753					1														
10	23	1	2			{-h}		2			CheckInstr	lstCheckInstructions	N2.jpg					1	{-h}	{-h}	964					2														
10	23	1	3			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	580									1														
10	23	1	4			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	582									2														
10	23	1	5			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	440									1														
10	23	1	6			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	380									2														
10	23	1	7			{-h}			2		ProcPractice1	practice1	N2.jpg	0	{-h}	{-g}	275									2														
10	23	1	8			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	471									1														
10	23	1	9			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	513									1														
10	23	1	10			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	370									2														
10	23	1	11			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	393									1														
10	23	1	12			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	387									2														
10	23	1	13		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	813	2														
10	23	1	14		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	556	1														
10	23	1	15		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	472	1														
10	23	1	16		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	530	1														
10	23	1	17		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	392	1														
10	23	1	18		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	386	2														
10	23	1	19		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	380	2														
10	23	1	20		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	483	2														
10	23	1	21		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	383	1														
10	23	1	22		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	425	2														
10	23	1	23		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	538	1														
10	23	1	24		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	321	2														
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															1	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	436	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															2	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	481	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															3	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	453	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															4	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	421	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															5	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	367	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															6	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	395	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															7	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	448	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															8	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	367	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															9	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	383	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															10	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	449	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															11	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	384	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															12	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	322	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															13	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	407	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															14	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	427	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															15	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	373	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															16	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	405	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															17	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	393	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															18	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	395	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															19	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	512	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															20	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	394	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															21	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	446	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															22	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	459	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															23	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	410	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															24	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	322	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															25	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	438	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															26	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	419	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															27	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	314	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															28	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	431	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															29	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	0	{-h}	{-g}	393	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															30	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	411	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															31	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	386	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															32	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	516	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															33	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	417	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															34	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	504	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															35	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	386	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															36	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	324	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															37	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	393	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															38	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	379	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															39	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	426	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															40	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	0	{-h}	{-g}	292	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															41	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	0	{-h}	{-g}	275	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															42	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	368	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															43	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	287	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															44	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	415	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															45	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	406	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															46	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	363	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															47	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	439	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															48	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	308	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															49	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	438	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															50	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	322	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															51	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	375	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															52	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	455	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															53	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	406	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															54	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	381	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															55	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	431	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															56	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	393	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															57	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	475	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															58	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	416	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															59	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	343	1
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															60	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	289	2
10	23	1	25	lstcong20			2				BlockProc	lstBlockOrder															61	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	368	1
